Serial_No,School_Code,School_Name,Category,Type,Cluster
3069,10228308,KARUNG'E SECONDARY SCHOOL,Sub County,Mixed,
3070,10228309,YAKARENGO SECONDARY SCHOOL,Sub County,Mixed,
3071,10228403,2 0M2A0N KACNPGEA S SECEOCNONDDAARRY YS CSHCOHOOLO CLHOICES LIST,Sub County,Mixed,
3072,10228405,KIAMBUTHIA SECONDARY SCHOOL,Sub County,Mixed,
3073,10228406,KIRIA-INI MIXED SECONDARY SCHOOL,Sub County,Mixed,
3074,10228407,KIRIKO SECONDARY SCHOOL,Sub County,Mixed,
3075,10229102,IYEGO SECONDARY SCHOOL,Sub County,Mixed,
3076,10229104,IHIGA SECONDARY SCHOOL,Sub County,Mixed,
3077,10229105,MUGURU SECONDARY SCHOOL,Sub County,Mixed,
3078,10229106,GACHARAIGU SECONDARY SCHOOL,Sub County,Mixed,
3079,10229107,KIAIRATHE SECONDARY SCHOOL,Sub County,Mixed,
3080,10229108,NYAKAHURA SECONDARY SCHOOL,Sub County,Mixed,
3081,10229109,WATUHA SECONDARY SCHOOL,Sub County,Mixed,
3082,10229110,GATUNDUINI SECONDARY SCHOOL,Sub County,Mixed,
3083,10229111,KANORERO MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
3084,10229112,GAKIRA DAY SECONDARY SCHOOL,Sub County,Mixed,
3085,10229203,KIAWAMBOGO SECONDARY SCHOOL,Sub County,Mixed,
3086,10229204,KIHOYA SECONDARY SCHOOL,Sub County,Mixed,
3087,10229208,ICHICHI SECONDARY SCHOOL,Sub County,Mixed,
3088,10229209,KARURI GAKURE SECONDARY SCHOOL,Sub County,Mixed,
3089,10229210,KANYENYA-INI SECONDARY SCHOOL,Sub County,Mixed,
3090,10229211,GITUGU SECONDARY SCHOOL,Sub County,Mixed,
3091,10229212,KIBUTHA MIXED SECONDARY SCHOOL,Sub County,Mixed,
3092,10229213,KARURUMO MIXED SECONDARY SCHOOL,Sub County,Mixed,
3093,10229214,RWATHIA MIXED SECONDARY SCHOOL,Sub County,Mixed,
3094,10229215,OUR LADY OF FATIMA WANJERERE SECONDARY SCHOOL,Sub County,Mixed,
3095,10234102,ST.PAUL'S SECONDARY SCHOOL -GATURA,Sub County,Mixed,
3096,10234103,MWAGU SECONDARY SCHOOL,Sub County,Mixed,
3097,10234104,KIARUTARA SECONDARY SCHOOL,Sub County,Mixed,
3098,10234105,GATUNGURU-KARIARA SECONDARY SCHOOL,Sub County,Mixed,
3099,10234201,2 0K2A0M KUCNPYEA SKEAC KOINUDMAUR SYE SCCOHNODOALR CYH SOCIHCEOSO LLIST,Sub County,Mixed,
3100,10234202,NDAKAINI DAY MIXED SECONDARY SCHOOL,Sub County,Mixed,
3101,10234203,KIMANDI SECONDARY SCHOOL,Sub County,Mixed,
3102,10234204,KANUNGA MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
3103,10234205,NDUNYU CHEGE SECONDARY SCHOOL,Sub County,Mixed,
3104,10234210,GITEME MIXED SECONDARY SCHOOL,Sub County,Mixed,
3105,10234211,KIGORO SECONDARY SCHOOL,Sub County,Mixed,
3106,10234301,ST AUGUSTINE MUTUNDU SECONDARY SCHOOL,Sub County,Boys,
3107,10234302,GATIIGURU MIXED SECONDARY SCHOOL,Sub County,Mixed,
3108,10234303,GITHAMBIA SECONDARY SCHOOL,Sub County,Mixed,
3109,10234304,NEW NYAGA SECONDARY SCHOOL,Sub County,Mixed,
3110,10234305,KIAMWATHI SECONDARY SCHOOL,Sub County,Mixed,
3111,10234307,GITUAMBA SECONDARY SCHOOL,Sub County,Mixed,
3112,10234402,JOGOO KIMAKIA SECONDARY SCHOOL,Sub County,Mixed,
3113,10234403,ST. BASIL GATHANJI SECONDARY SCHOOL,Sub County,Mixed,
3114,10234404,ITHANGARARI SECONDARY SCHOOL,Sub County,Mixed,
3115,10234405,GAKURARI SECONDARY SCHOOL,Sub County,Mixed,
3116,10234407,KIGIO SECONDARY SCHOOL,Sub County,Mixed,
3117,10234409,ST. MARY'S RWEGETHA SECONDARY SCHOOL,Sub County,Mixed,
3118,10234411,GATUNYU SECONDARY SCHOOL,Sub County,Mixed,
3119,10234501,DELMONTE MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
3120,10234502,MWANAWIKIO SECONDARY SCHOOL,Sub County,Mixed,
3121,10234503,SWANI SECONDARY SCHOOL,Sub County,Mixed,
3122,10234504,HIGH LEVEL SECONDARY SCHOOL,Sub County,Mixed,
3123,10234602,MATUNDA SECONDARY SCHOOL,Sub County,Mixed,
3124,10234603,MUTI SECONDARY SCHOOL,Sub County,Mixed,
3125,10234605,NGATHO SECONDARY SCHOOL,Sub County,Mixed,
3126,10234606,IEMBENI SECONDARY SCHOOL,Sub County,Mixed,
3127,10234701,2 0IT2H0A KNCGPAE SSEECCOONNDDAARRYY SSCCHHOOOOLL CHOICES LIST,Sub County,Mixed,
3128,10234702,ST. TERESA'S SECONDARY SCHOOL,Sub County,Mixed,
3129,10234703,NGELELYA SECONDARY SCHOOL,Sub County,Mixed,
3130,10234705,MUGUMO MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
3131,10234706,THUNGURURU MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
3132,10234708,ST.BENEDICT ITHANGA TOWNSHIP SECONDARY SCHOOL,Sub County,Mixed,
3133,10238105,KARINGU SECONDARY SCHOOL,Sub County,Mixed,
3134,10238106,GITIGE SECONDARY SCHOOL,Sub County,Mixed,
3135,10238108,GITUTO SECONDARY SCHOOL,Sub County,Mixed,
3136,10238109,GATHINJA SECONDARY SCHOOL,Sub County,Mixed,
3137,10238111,MUKANGU HIGH SCHOOL,Sub County,Mixed,
3138,10238112,KAHUHIA MIXED SECONDARY SCHOOL,Sub County,Mixed,
3139,10238115,MIRICHU SECONDARY SCHOOL,Sub County,Mixed,
3140,10238116,MUGOIRI SECONDARY SCHOOL,Sub County,Mixed,
3141,10238117,KAGUMO SECONDARY SCHOOL,Sub County,Mixed,
3142,10238119,NDUTUMI SECONDARY SCHOOL,Sub County,Mixed,
3143,10238120,YAMUGWE SECONDARY SCHOOL,Sub County,Mixed,
3144,10238121,KAHITHE SECONDARY SCHOOL,Sub County,Mixed,
3145,10238122,KAGANDA SECONDARY SCHOOL,Sub County,Mixed,
3146,10238123,KAHATIA SECONDARY SCHOOL,Sub County,Mixed,
3147,10238124,ST.VINCENT(de paul) KIONJOINI SECONDARY SCHOOL,Sub County,Mixed,
3148,10238125,GITURA SECONDARY SCHOOL,Sub County,Mixed,
3149,10238126,GITUI MIXED SECONDARY SCHOOL,Sub County,Mixed,
3150,10238127,MUKUMU SECONDARY SCHOOL,Sub County,Mixed,
3151,10238128,WEITHAGA MIXED SECONDARY SCHOOL,Sub County,Mixed,
3152,10238129,THE PHILIP'S ACADEMY,Sub County,Mixed,
3153,10238130,THERI SECONDARY SCHOOL,Sub County,Mixed,
3154,10238131,GITIE SECONDARY SCHOOL,Sub County,Mixed,
3155,10238132,2 0K2IB0O KIC SPEEC SOENCDOANRDYA SRCYH SOCHOOLOL CHOICES LIST,Sub County,Mixed,
3156,10238133,GATARA SECONDARY SCHOOL,Sub County,Mixed,
3157,10238134,KOIMBI MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
3158,10238136,KAMAGUTA SECONDARY SCHOOL,Sub County,Mixed,
3159,10238137,DR GITAU MATHARITE SECONDARY SCHOOL,Sub County,Mixed,
3160,10238138,GITWEKU MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
3161,10238139,KAHURO SECONDARY SCHOOL,Sub County,Mixed,
3162,10238140,MURARANDIA MIXED SECONDARY SCHOOL,Sub County,Mixed,
3163,10238141,KIUMBA MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
3164,11205019,ST. JOSEPH RIABAI SECONDARY SCHOOL,Sub County,Mixed,
3165,11205021,ACK KIU RIVER SECONDARY SCHOOL,Sub County,Mixed,
3166,11205022,H.G.M. TING'ANG'A SECONDARY SCHOOL,Sub County,Mixed,
3167,11205023,KASARINI SECONDARY SCHOOL,Sub County,Mixed,
3168,11205202,TING'ANG'A SECONDARY SCHOOL,Sub County,Mixed,
3169,11205203,RIARA SECONDARY SCHOOL,Sub County,Mixed,
3170,11205207,KIAMBU TOWNSHIP SECONDARY SCHOOL,Sub County,Mixed,
3171,11205215,ST. PETERS HIGH SCHOOL NDUMBERI,Sub County,Mixed,
3172,11205217,ST. ANN AND JOAKIM SECONDARY SCHOOL - KANGOYA,Sub County,Mixed,
3173,11206101,JUJA SECONDARY SCHOOL,Sub County,Mixed,
3174,11206102,JUJA FARM SECONDARY SCHOOL,Sub County,Mixed,
3175,11206108,GACHORORO SECONDARY SCHOOL,Sub County,Mixed,
3176,11206111,VARSITY AIM SECONDARY SCHOOL AND ECD TEACHERS COLL,Sub County,Mixed,
3177,11206112,ATHI SECONDARY SCHOOL,Sub County,Mixed,
3178,11206113,THIKA ROAD GIRLS HIGH SCHOOL,Sub County,Girls,
3179,11206117,ST.FRANCIS NYACABA SECONDARY SCHOOL,Sub County,Mixed,
3180,11206201,MURERA SECONDARY SCHOOL,Sub County,Mixed,
3181,11206202,KITAMAIYU SECONDARY SCHOOL,Sub County,Mixed,
3182,11206205,BLESSED MUGUTHA SECONDARY SCHOOL,Sub County,Mixed,
3183,11206207,2 0T2H0E TKAC PSEE SCEOCNODNADRAYR SYC SHCOHOOLOL CHOICES LIST,Sub County,Mixed,
3184,11207107,BROADWAY SECONDARY SCHOOL,Sub County,Mixed,
3185,11207109,KENYATTA SECONDARY SCHOOL,Sub County,Girls,
3186,11207115,KIMUCHU SECONDARY SCHOOL,Sub County,Mixed,
3187,11207118,KARIBARIBI SECONDARY SCHOOL,Sub County,Mixed,
3188,11207120,QUEEN OF ROSARY MIXED SECONDARY SCHOOL,Sub County,Mixed,
3189,11207121,THIKA GARRISON SECONDARY SCHOOL,Sub County,Mixed,
3190,11211302,KINYOGORI SECONDARY SCHOOL,Sub County,Mixed,
3191,11211304,MANGUO SECONDARY SCHOOL,Sub County,Mixed,
3192,11211306,GICHURU HIGH SCHOOL,Sub County,Mixed,
3193,11211311,TIGONI SECONDARY SCHOOL,Sub County,Mixed,
3194,11211315,NDUNG'U GIRLS SECONDARY SCHOOL,Sub County,Girls,
3195,11211316,RIRONI SECONDARY SCHOOL,Sub County,Mixed,
3196,11211318,NGUIRUBI SECONDARY SCHOOL,Sub County,Mixed,
3197,11211320,MAKUTANO SECONDARY SCHOOL,Sub County,Mixed,
3198,11211326,NDUNG'U NJENGA BOYS SECONDARY SCHOOL,Sub County,Boys,
3199,11211331,MUKOMA HIGH SCHOOL,Sub County,Mixed,
3200,11211336,BIBIRIONI HIGH SCHOOL,Sub County,Boys,
3201,11211339,NGECHA GIRLS HIGH SCHOOL,Sub County,Girls,
3202,11211343,GATUURA SECONDARY SCHOOL,Sub County,Mixed,
3203,11211344,BISHOP RANJI BOYS SECONDARY SCHOOL,Sub County,Mixed,
3204,11211345,NYANJEGA SECONDARY SCHOOL,Sub County,Mixed,
3205,11211350,MUNA SECONDARY SCHOOL,Sub County,Mixed,
3206,11211351,KAMIRITHU SECONDARY SCHOOL,Sub County,Mixed,
3207,11211352,UMOJA SECONDARY SCHOOL,Sub County,Mixed,
3208,11212107,NGENDA SECONDARY SCHOOL,Sub County,Mixed,
3209,11212111,GACHIKA SECONDARY SCHOOL,Sub County,Mixed,
3210,11212112,GITARE SECONDARY SCHOOL,Sub County,Mixed,
3211,11212113,2 K0I2G0A KNCJPOE S SEECCOONNDDAARRYY SSCCHHOOOOLL CHOICES LIST,Sub County,Mixed,
3212,11212116,NDUNDU SECONDARY SCHOOL,Sub County,Mixed,
3213,11212119,GIKURE SECONDARY SCHOOL,Sub County,Mixed,
3214,11212120,KAMUTUA SECONDARY SCHOOL,Sub County,Mixed,
3215,11212122,KIAMWANGI SECONDARY SCHOOL,Sub County,Mixed,
3216,11212123,GATHURI SECONDARY SCHOOL,Sub County,Mixed,
3217,11212124,NDARUGU SECONDARY SCHOOL,Sub County,Mixed,
3218,11212125,GATUNDU HIGH SCHOOL,Sub County,Mixed,
3219,11212126,KAGIO SECONDARY SCHOOL,Sub County,Mixed,
3220,11212127,WAMWANGI SECONDARY SCHOOL,Sub County,Mixed,
3221,11212129,MUNYU-INI SECONDARY SCHOOL,Sub County,Mixed,
3222,11212131,P.C.E.A.RUBURI SECONDARY SCHOOL,Sub County,Mixed,
3223,11212132,MUTHURUMBI SECONDARY SCHOOL,Sub County,Mixed,
3224,11212133,HANDEGE SECONDARY SCHOOL,Sub County,Mixed,
3225,11212134,GATITU HIGH SCHOOL -GATUNDU,Sub County,Mixed,
3226,11212135,ST. DOMINIC SECONDARY SCHOOL - GATUNDU,Sub County,Mixed,
3227,11212138,GITHUYA SECONDARY SCHOOL,Sub County,Mixed,
3228,11212139,CHRIST THE KING GATHAGE SECONDARY SCHOOL,Sub County,Mixed,
3229,11212140,GACHOKA SECONDARY SCHOOL,Sub County,Mixed,
3230,11230201,KARAI MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
3231,11230203,GICHURU MEMORIAL HIGH SCHOOL,Sub County,Mixed,
3232,11230204,RENGUTI HIGH SCHOOL,Sub County,Mixed,
3233,11230207,P.C.E.A MAI-A- IHII HIGH SCHOOL,Sub County,Mixed,
3234,11230209,FR. KEVIN KELLY HIGH SCHOOL,Sub County,Mixed,
3235,11230210,NACHU SECONDARY SCHOOL,Sub County,Mixed,
3236,11230211,LUSIGETTI SENIOR HIGH SCHOOL,Sub County,Mixed,
3237,11230304,KERWA SECONDARY SCHOOL,Sub County,Mixed,
3238,11230312,NDERI SECONDARY SCHOOL,Sub County,Mixed,
3239,11230403,2 0M2U0H KUC SPEE CSOECNODNARDYA RSYC HSCOHOOLOL CHOICES LIST,Sub County,Mixed,
3240,11230420,MAMA NGINA SENIOR HIGH SCHOOL,Sub County,Mixed,
3241,11231103,KAGAA HIGH SCHOOL,Sub County,Mixed,
3242,11231105,KAMBURU HIGH SCHOOL,Sub County,Mixed,
3243,11231106,NDURIRI SECONDARY SCHOOL,Sub County,Mixed,
3244,11231107,KAMAHINDU SECONDARY SCHOOL,Sub County,Mixed,
3245,11231108,ST. AUGUSTINE NYANDUMA HIGH SCHOOL,Sub County,Mixed,
3246,11231109,ST. PATRICK SECONDARY SCHOOL - NYANDUMA,Sub County,Mixed,
3247,11231111,KAMUCHEGE SECONDARY SCHOOL,Sub County,Mixed,
3248,11231112,GACHEMA HIGH SCHOOL,Sub County,Mixed,
3249,11231113,KARATINA TECHNICAL AND SECONDARY SCHOOL,Sub County,Mixed,
3250,11231114,GATHIMA SECONDARY SCHOOL,Sub County,Mixed,
3251,11231115,KARIGU-INI SECONDARY SCHOOL,Sub County,Mixed,
3252,11231116,IRIAINI SECONDARY SCHOOL,Sub County,Mixed,
3253,11231202,ST. JOSEPH THE WORKER HIGH SCHOOL - KEREITA,Sub County,Mixed,
3254,11231205,ESCARPMENT SECONDARY SCHOOL,Sub County,Mixed,
3255,11231206,GITITHIA SECONDARY SCHOOL,Sub County,Mixed,
3256,11231209,KIMENDE HIGH SCHOOL,Sub County,Mixed,
3257,11231210,KIRENGA GIRLS HIGH SCHOOL,Sub County,Girls,
3258,11231211,KIAMBOGO TECHNICAL SECONDARY SCHOOL,Sub County,Mixed,
3259,11231212,MAGINA SECONDARY SCHOOL,Sub County,Mixed,
3260,11231213,MUGIKO SECONDARY SCHOOL,Sub County,Mixed,
3261,11231214,UTUGI SECONDARY SCHOOL,Sub County,Mixed,
3262,11231215,JUVENALIS GITAU SECONDARY SCHOOL,Sub County,Mixed,
3263,11231217,GITUAMBA SECONDARY SCHOOL,Sub County,Mixed,
3264,11231218,KIRENGA BOYS TECH. HIGH SCHOOL,Sub County,Boys,
3265,11231219,MBAU-INI SECONDARY SCHOOL,Sub County,Mixed,
3266,11231220,NYAMWERU SECONDARY SCHOOL,Sub County,Mixed,
3267,11231221,2 0K2IN0G K'ACTPUE AS ESCEOCNODNADRAYR YSC SHCOHOOLO CLHOICES LIST,Sub County,Mixed,
3268,11231222,BATHI SECONDARY SCHOOL,Sub County,Mixed,
3269,11231223,MIRANGI MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
3270,11231225,GITITHIA GIRLS' SECONDARY SCHOOL,Sub County,Girls,
3271,11231226,D.N. KIBURI SULMAC SECONDARY SCHOOL,Sub County,Mixed,
3272,11231228,GATHAITI SECONDARY SCHOOL,Sub County,Mixed,
3273,11231230,KAMAE SECONDARY SCHOOL,Sub County,Mixed,
3274,11231231,KINALE ACHIEVERS SCHOOL,Sub County,Mixed,
3275,11231232,RAGIA FOREST HIGH SCHOOL,Sub County,Mixed,
3276,11232103,KIAIRIA SECONDARY SCHOOL,Sub County,Mixed,
3277,11232105,MUKUA SECONDARY SCHOOL,Sub County,Mixed,
3278,11232106,NYAGA SECONDARY SCHOOL,Sub County,Mixed,
3279,11232108,MIGUTA SECONDARY SCHOOL,Sub County,Mixed,
3280,11232109,GATHANJI SECONDARY SCHOOL,Sub County,Mixed,
3281,11232110,KANJAI SECONDARY SCHOOL,Sub County,Mixed,
3282,11232111,KAHUNIRA SECONDARY SCHOOL,Sub County,Mixed,
3283,11232112,GITHUNGURI TECHNICAL AND SECONDARY SCHOOL,Sub County,Mixed,
3284,11232114,NDIRETI SECONDARY SCHOOL,Sub County,Mixed,
3285,11232115,P.C.E.A MIHATATO SECONDARY SCHOOL,Sub County,Mixed,
3286,11232116,MIIRI SECONDARY SCHOOL,Sub County,Mixed,
3287,11232202,GATHAITHI SECONDARY SCHOOL,Sub County,Mixed,
3288,11232203,MUKUYU SECONDARY SCHOOL,Sub County,Mixed,
3289,11232204,GIKANG'A KAGECHE SECONDARY SCHOOL,Sub County,Mixed,
3290,11232205,WILLIAM NG'IRU GITAU SECONDARY SCHOOL,Sub County,Mixed,
3291,11232206,ST VINCENT LIOKI SECONDARY SCHOOL,Sub County,Mixed,
3292,11232207,GITIHA SECONDARY SCHOOL,Sub County,Mixed,
3293,11232209,KAMONDO SECONDARY SCHOOL,Sub County,Mixed,
3294,11232210,P.C.E.A NGEMWA SECONDARY SCHOOL,Sub County,Mixed,
3295,11232211,2 P0.2C0. EK.CAP MEA STEUCGOUNTDAA SREYC SOCNHDOAORLY C SHCOHICOEOSL LIST,Sub County,Mixed,
3296,11232212,P.C.E.A KARIA SECONDARY SCHOOL,Sub County,Mixed,
3297,11232305,KIAMBURURU SECONDARY SCHOOL,Sub County,Mixed,
3298,11232306,GATHUGU SECONDARY SCHOOL,Sub County,Mixed,
3299,11232307,KIGUMO SECONDARY SCHOOL,Sub County,Mixed,
3300,11232308,GITHIMA SECONDARY SCHOOL,Sub County,Mixed,
3301,11232309,THUITA SECONDARY SCHOOL,Sub County,Mixed,
3302,11232311,KAGEMA SECONDARY SCHOOL,Sub County,Mixed,
3303,11232312,KIAWAIRIA SECONDARY SCHOOL,Sub County,Mixed,
3304,11233304,MUNYU MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
3305,11233305,MAGOGONI COMMUNITY SECONDARY SCHOOL,Sub County,Mixed,
3306,11233306,KOMO SECONDARY SCHOOL,Sub County,Mixed,
3307,11233308,GATUANYAGA MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
3308,11233310,NDULA SECONDARY SCHOOL,Sub County,Mixed,
3309,11235101,RUIRU SECONDARY SCHOOL,Sub County,Boys,
3310,11235103,RUIRU GIRLS HIGH SCHOOL,Sub County,Girls,
3311,11235106,GITHUNGURI HIGH SCHOOL,Sub County,Mixed,
3312,11235107,KWIHOTA SECONDARY SCHOOL,Sub County,Mixed,
3313,11235108,SPINNERS BOYS SECONDARY SCHOOL,Sub County,Mixed,
3314,11235117,GITOTHUA SECONDARY SCHOOL,Sub County,Mixed,
3315,11235119,RUIRU KIHUNGURO SECONDARY SCHOOL,Sub County,Mixed,
3316,11235123,DEVKI RUIRU TOWNSHIP SECONDARY SCHOOL,Sub County,Mixed,
3317,11235124,GIKUMARI SPRINGS SECONDARY SCHOOL,Sub County,Mixed,
3318,11235206,GITHURAI MIXED SECONDARY SCHOOL,Sub County,Mixed,
3319,11235214,UHURU KENYATTA SECONDARY SCHOOL,Sub County,Mixed,
3320,11235216,KWANGETHE SECONDARY SCHOOL,Sub County,Mixed,
3321,11235217,MWIHOKO SECONDARY SCHOOL,Sub County,Mixed,
3322,11236103,NYAMATHUMBI SECONDARY SCHOOL,Sub County,Mixed,
3323,11236104,2 0S2T0 J OKCSPEEP HSE TCHOEN WDAORRYK ESCRH SOEOCLO CNHDOARICYE SS CLIHSOTOL MANGU,Sub County,Mixed,
3324,11236107,RUMWE MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
3325,11236108,IGEGANIA SECONDARY SCHOOL,Sub County,Mixed,
3326,11236109,MATAARA SECONDARY SCHOOL,Sub County,Mixed,
3327,11236110,NYAMANG'ARA SECONDARY SCHOOL,Sub County,Mixed,
3328,11236112,NGETHU SECONDARY SCHOOL,Sub County,Mixed,
3329,11236113,KIANGUNU SECONDARY SCHOOL,Sub County,Mixed,
3330,11236114,KANJUKU SECONDARY SCHOOL,Sub County,Mixed,
3331,11236115,GACEGE SECONDARY SCHOOL,Sub County,Mixed,
3332,11236117,NJAHI SECONDARY SCHOOL,Sub County,Mixed,
3333,11236118,MUTUMA SECONDARY SCHOOL,Sub County,Mixed,
3334,11236120,MBICHI SECONDARY SCHOOL,Sub County,Mixed,
3335,11236121,NDEKEI SECONDARY SCHOOL,Sub County,Mixed,
3336,11236122,KAMWIRIGI SECONDARY SCHOOL,Sub County,Mixed,
3337,11236125,ST.STEPHEN NDIKO SECONDARY SCHOOL,Sub County,Mixed,
3338,11236126,IMMACULATE HEART OF MARY KAIRI GIRLS SECONDARY SCH,Sub County,Girls,
3339,11236127,MARIA-INI SECONDARY SCHOOL,Sub County,Mixed,
3340,11236128,MUKURWE SECONDARY SCHOOL,Sub County,Mixed,
3341,11236129,P.C.E.A MUKUYU-INI SECONDARY SCHOOL,Sub County,Mixed,
3342,11236130,KAMUNYAKA SECONDARY SCHOOL,Sub County,Mixed,
3343,11236131,KAIBERE SECONDARY SCHOOL,Sub County,Mixed,
3344,11236132,ST. PETER BARIGITU SECONDARY SCHOOL,Sub County,Mixed,
3345,11236134,GATEI MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
3346,11236135,GAKOE MIXED SECONDARY SCHOOL,Sub County,Mixed,
3347,11236136,MWEA SECONDARY SCHOOL,Sub County,Mixed,
3348,11236138,IRURI SECONDARY SCHOOL,Sub County,Mixed,
3349,11236139,KIRIKO MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
3350,11236140,MITERO SECONDARY SCHOOL,Sub County,Mixed,
3351,11236141,2 0H2O0L YK CRPOES SAERCYO NKADMAWRYA NSCGHI OSEOCL OCNHDOAICREYS S LCISHTOOL,Sub County,Mixed,
3352,11240101,KARURI HIGH SCHOOL,Sub County,Mixed,
3353,11240102,KIHARA SECONDARY SCHOOL,Sub County,Mixed,
3354,11240103,ST JOSEPH HIGH SCHOOL - GATHANGA,Sub County,Mixed,
3355,11240104,GACHARAGE HIGH SCHOOL,Sub County,Mixed,
3356,11240108,GACHIE HIGH SCHOOL,Sub County,Mixed,
3357,11240109,CIANDA HIGH SCHOOL,Sub County,Mixed,
3358,11240112,MUONGOIYA SECONDARY SCHOOL,Sub County,Mixed,
3359,11240115,ACK KARURA SECONDARY SCHOOL,Sub County,Mixed,
3360,11240116,THIMBIGUA SECONDARY SCHOOL,Sub County,Mixed,
3361,11240117,HIGHMARK SCHOOL,Sub County,Mixed,
3362,11240120,ST. ANDREWS NDENDERU SECONDARY SCHOOL,Sub County,Mixed,
3363,11240121,KIAMBAA MIXED SECONDARY SCHOOL,Sub County,Mixed,
3364,11240124,MUCHATHA HIGH SCHOOL,Sub County,Mixed,
3365,11241003,ST. KEVIN'S SECONDARY SCHOOL,Sub County,Mixed,
3366,11241004,KANYARIRI HIGH SCHOOL,Sub County,Mixed,
3367,11241006,GATHIGA SECONDARY SCHOOL,Sub County,Mixed,
3368,11241007,KIBICHIKU SECONDARY SCHOOL,Sub County,Mixed,
3369,11241008,A C K NYATHUNA SECONDARY SCHOOL,Sub County,Mixed,
3370,11241010,CURA SECONDARY SCHOOL,Sub County,Mixed,
3371,11241011,ACK GIKUNI SECONDARY SCHOOL,Sub County,Mixed,
3372,11241013,MUGUGA WAGATONYE SECONDARY SCHOOL,Sub County,Mixed,
3373,11241014,KANJERU GIRLS' HIGH SHOOL,Sub County,Girls,
3374,11241016,RUNGIRI SECONDARY SCHOOL,Sub County,Mixed,
3375,11241024,KIBIKU HIGH SCHOOL,Sub County,Mixed,
3376,12301712,KYAMBUKO SECONDARY SCHOOL,Sub County,Mixed,
3377,12301716,NGOMENI SECONDARY SCHOOL,Sub County,Mixed,
3378,12301723,KATHEKA KAI SECONDARY SCHOOL,Sub County,Mixed,
3379,12301727,2 0K2IT0U KLCUP DE ASYE CSOENCDOANRDYA RSCYH SOCOHLO COHLOICES LIST,Sub County,Mixed,
3380,12301728,KYANDA SECONDARY SCHOOL,Sub County,Mixed,
3381,12301740,KYENI BAPTIST SECONDARY SCHOOL,Sub County,Mixed,
3382,12301741,A I C KIIMA KIMWE SECONDARY SCHOOL,Sub County,Mixed,
3383,12301742,MACHAKOS BAPTIST PRESBYTERIAN SECONDARY SCHOOL,Sub County,Mixed,
3384,12301744,KISEVENI DAY SECONDARY SCHOOL,Sub County,Mixed,
3385,12301746,MUA FARM SECONDARY SCHOOL,Sub County,Mixed,
3386,12301768,UPPER KITANGA SECONDARY SCHOOL,Sub County,Mixed,
3387,12301777,MUNGALA SECONDARY SCHOOL,Sub County,Mixed,
3388,12301778,KAMUTHANGA SECONDARY SCHOOL,Sub County,Mixed,
3389,12301782,KITEINI SECONDARY SCHOOL,Sub County,Mixed,
3390,12301783,KEAA ABC SECONDARY SCHOOL,Sub County,Mixed,
3391,12301785,KYASILA SECONDARY SCHOOL,Sub County,Mixed,
3392,12301786,S.A MUTITUNI SECONDARY SCHOOL,Sub County,Mixed,
3393,12301791,KYAANI SECONDARY SCHOOL,Sub County,Mixed,
3394,12301797,ILUVYA SECONDARY SCHOOL,Sub County,Mixed,
3395,12301798,KITHIMA ABC SECONDARY SCHOOL,Sub County,Mixed,
3396,12301800,KYEMUTHEKE SECONDARY SCHOOL,Sub County,Mixed,
3397,12301802,KASEVE SECONDARY SCHOOL,Sub County,Mixed,
3398,12301804,ST. PATRICKS METUMA SECONDARY SCHOOL,Sub County,Mixed,
3399,12301807,MUVUTI GIRLS SECONDARY SCHOOL,Sub County,Girls,
3400,12301808,ST. BERNARD MAKYAU SECONDARY SCHOOL,Sub County,Mixed,
3401,12301811,VOTA SECONDARY SCHOOL,Sub County,Mixed,
3402,12301812,KASINGA SECONDARY SCHOOL,Sub County,Mixed,
3403,12301815,MIWONGONI MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
3404,12301816,A.I.C NGELANI MIXED SECONDARY SCHOOL,Sub County,Mixed,
3405,12314104,ST MARY'S SCHOOL-KITHANGAINI,Sub County,Mixed,
3406,12314110,ST. GEORGE'S KATHEKA SCHOOL,Sub County,Mixed,
3407,12314113,2 0S2T0.J OKCSPEEP HSE MCOBANADNAI RSYE CSCOHNODOALR YC HSOCIHCOESO LLIST,Sub County,Mixed,
3408,12314116,MUUSINI S.A SECONDARY SCHOOL,Sub County,Mixed,
3409,12314117,KAVUMBU A.B.C SECONDARY SCHOOL,Sub County,Mixed,
3410,12314118,ST. STEPHENS SECONDARY SCHOOL-MASII,Sub County,Mixed,
3411,12314119,MITHANGA AIC SECONDARY SCHOOL,Sub County,Mixed,
